timestamp,run_id,tracker_start_x,tracker_start_y,tracker_start_yaw_deg,tracker_final_x,tracker_final_y,tracker_final_yaw_deg,odom_start_x,odom_start_y,odom_start_yaw_deg,odom_final_x,odom_final_y,odom_final_yaw_deg,notes
2026-04-30T16:29:03.772207,run_real_040,0.497506,0.053453,-179.742657,0.195234,0.053931,179.750239,-6.879725422470632,-0.9788038932356317,-162.19474025885805,-7.167283395924196,-1.0725773768780213,-161.74987637783678,real
2026-04-30T16:29:40.501055,run_real_041,0.498912,0.053444,-179.752342,0.197527,0.051021,-179.697045,-7.167862295182212,-1.0727611506051289,-162.05361147513267,-7.455979966746164,-1.1664510125945657,-161.72024360212268,real
2026-04-30T16:30:22.065717,run_real_042,0.497483,0.053565,-179.220093,0.19449,0.053942,179.750211,-7.456939612933328,-1.1667731552223202,-161.03377885468512,-7.743762302333026,-1.2663030419547932,-160.50975649627796,real
2026-04-30T16:31:17.067993,run_real_043,0.496745,0.05493,-179.760566,0.195215,0.05468,179.746263,-7.744188609328216,-1.266463624467171,-159.49018000792435,-8.02716286200436,-1.3728443781063964,-159.4155533610528,real
2026-04-30T16:31:51.336168,run_real_044,0.496128,0.052745,-179.738805,0.19451,0.053193,179.754187,-8.028104133298106,-1.373129893523585,-159.01304348307477,-8.310206653757772,-1.4827824900583402,-158.46978731196486,real
2026-04-30T16:32:29.512763,run_real_045,0.498266,0.051998,-179.744419,0.195234,0.053931,179.750239,-8.310487151897448,-1.4829001545360498,-157.79209594251617,-8.590979204670829,-1.59775005085487,-157.4093014055774,real
2026-04-30T16:33:02.856454,run_real_046,0.498186,0.053555,-179.219984,0.197554,0.049615,-179.131137,-8.591449410352618,-1.5979372719272116,-158.51773865503296,-8.872529234432253,-1.7094334562855915,-158.27285588272045,real
2026-04-30T16:33:30.784264,run_real_047,0.498237,0.052726,-179.748422,0.197448,0.054004,-179.702537,-8.87325752184448,-1.7097258984996477,-157.40387140518726,-9.150909814286049,-1.8262703624960064,-157.24786646944958,real
2026-04-30T16:34:38.275286,run_real_048,0.499672,0.051978,-179.744283,0.197527,0.051659,179.757055,-9.151580841337417,-1.8264936987124762,-156.63221370823214,-9.429217692961126,-1.9478934370976606,-155.79859936531585,real
2026-04-30T16:35:16.984610,run_real_049,0.498243,0.052082,-179.197185,0.196085,0.048887,-179.127339,-9.429540509633078,-1.948039280463319,-156.71537809156624,-9.708496043287223,-2.0678610312926144,-156.6841812025322,real
2026-04-30T16:35:49.345283,run_real_050,0.496831,0.052758,-179.75823,0.195215,0.054048,-179.713274,-9.708980126051307,-2.068083265476789,-155.5400459693796,-9.983439863543685,-2.194460870784497,-155.1284246190488,real
2026-05-05T15:40:02.764617,run_real_fwd50_001,0.493285,0.121125,-178.022884,-0.008013,0.102579,-178.48317,-0.0038205424840418614,-0.0010242763680626864,40.56566827324297,0.3792168189668348,0.32842098876262693,41.07617027218807,real
2026-05-05T15:45:12.786608,run_real_fwd50_002,0.492958,0.120397,-178.01966,-0.007644,0.103335,-178.486421,0.3794059146143721,0.32857423192044566,47.622708516159356,0.7184341294703122,0.7013087922986179,47.91693257503599,real
2026-05-05T15:46:17.863494,run_real_fwd50_003,0.491912,0.120367,-177.481523,-0.008363,0.101034,-177.917672,0.7187960000326947,0.7016977552164905,49.09390394262341,1.0477078396395731,1.083691799966809,49.30487482570677,real
2026-05-05T15:46:59.616922,run_real_fwd50_004,0.492969,0.120413,-177.496194,-0.007652,0.104104,-178.495451,1.0483403293565738,1.0844164462782198,50.59064427658334,1.3665197063120693,1.4752314468605314,50.96084052959802,real
2026-05-05T15:47:35.348789,run_real_fwd50_005,0.492608,0.120377,-177.481427,-0.007994,0.101056,-178.476586,1.3670941128180445,1.475871619518588,51.241493002593856,1.6800274443741752,1.8711896072718126,51.94192890197866,real
2026-05-05T15:48:51.879011,run_real_fwd50_006,0.491538,0.120353,-178.019715,-0.009123,0.099501,-178.470029,1.6805107503890462,1.871871382082489,53.218108767260524,1.9812060221393242,2.2766058390655313,53.802479262079295,real
2026-05-05T15:49:33.634232,run_real_fwd50_007,0.492922,0.121862,-178.026258,-0.007297,0.107197,-179.073408,1.9817294502287075,2.2773547817098754,55.37667394122717,2.26594577199118,2.694256378193304,56.275526836000836,real
2026-05-05T15:50:07.925503,run_real_fwd50_008,0.49294,0.121143,-178.032801,-0.009556,0.104085,-178.49556,2.2661693855309584,2.6945936341229677,56.51454247581626,2.5442114514520697,3.117125011433861,57.000196246560854,real
2026-05-05T15:50:40.861673,run_real_fwd50_009,0.492958,0.120397,-178.01966,-0.009563,0.104097,-179.06028,2.5442871006844747,3.117226911183132,57.571063457390515,2.814706270200926,3.5459034605058957,58.11619451542757,real
2026-05-05T15:51:18.036501,run_real_fwd50_010,0.494006,0.120426,-178.557974,-0.007273,0.105646,-178.502049,2.81483564334583,3.5461216885088795,59.321750224691506,3.0715158220302374,3.9803742689762265,59.47228759399859,real
2026-05-05T15:52:00.421297,run_real_fwd50_011,0.492255,0.120359,-177.481427,-0.007634,0.102581,-178.48888,3.0716784460588697,3.9806892490445693,59.9654272520735,3.319692766462753,4.419684599147534,60.71065553203526,real
2026-05-05T15:52:43.654905,run_real_fwd50_012,0.492635,0.119645,-177.478108,-0.008056,0.105645,-179.066851,3.319954620942526,4.420176659468697,62.20775103583201,3.550182702801118,4.869154973754517,63.115155327446544,real
2026-05-05T15:53:17.263972,run_real_fwd50_013,0.494064,0.118934,-177.474625,-0.006465,0.101851,-178.485547,3.550587906883353,4.869855522829614,63.426297764897306,3.7741551338519503,5.32193321273073,63.96321893555202,real
2026-05-05T15:53:59.583675,run_real_fwd50_014,0.492949,0.120374,-178.019592,-0.008011,0.101837,-179.050431,3.774348430498718,5.322287184608337,64.78371590016731,3.9872252996090096,5.779719682170029,65.51113104677366,real
2026-05-05T15:55:03.297835,run_real_fwd50_015,0.493621,0.121873,-178.02619,-0.009205,0.106398,-179.070129,3.987394335730183,5.78003180618492,66.68272705548429,4.185520287815995,6.2458045180434345,67.20305086645585,real
