leg_index,point_index,grid_x,grid_y,world_x_m,world_y_m,segment_length_m,cumulative_length_m
2,46,73,33,0.8550000000000004,-0.014999999999999902,0.05,2.817766952966368
2,47,74,34,0.9050000000000002,0.03500000000000014,0.07071067811865477,2.8884776310850224
2,48,74,35,0.9050000000000002,0.08500000000000019,0.05,2.9384776310850222
2,49,75,36,0.9550000000000005,0.13500000000000023,0.07071067811865477,3.009188309203677
2,50,75,37,0.9550000000000005,0.18500000000000005,0.05,3.0591883092036767
2,51,75,38,0.9550000000000005,0.2350000000000001,0.05,3.1091883092036765
2,52,76,39,1.0050000000000003,0.28500000000000014,0.07071067811865477,3.179898987322331
3,0,76,39,1.0050000000000003,0.28500000000000014,0.0,0.0
3,1,76,38,1.0050000000000003,0.2350000000000001,0.05,0.05
3,2,76,37,1.0050000000000003,0.18500000000000005,0.05,0.1
3,3,75,36,0.9550000000000005,0.13500000000000023,0.07071067811865477,0.17071067811865476
3,4,75,35,0.9550000000000005,0.08500000000000019,0.05,0.22071067811865475
3,5,75,34,0.9550000000000005,0.03500000000000014,0.05,0.27071067811865474
3,6,75,33,0.9550000000000005,-0.014999999999999902,0.05,0.3207106781186547
3,7,75,32,0.9550000000000005,-0.06499999999999995,0.05,0.3707106781186547
3,8,75,31,0.9550000000000005,-0.11499999999999977,0.05,0.4207106781186547
3,9,74,30,0.9050000000000002,-0.1649999999999998,0.07071067811865477,0.4914213562373095
3,10,73,29,0.8550000000000004,-0.21499999999999986,0.07071067811865477,0.5621320343559643
3,11,72,28,0.8050000000000002,-0.2649999999999999,0.07071067811865477,0.632842712474619
3,12,72,27,0.8050000000000002,-0.31499999999999995,0.05,0.682842712474619
3,13,71,26,0.7550000000000003,-0.36499999999999977,0.07071067811865477,0.7535533905932738
3,14,71,25,0.7550000000000003,-0.4149999999999998,0.05,0.8035533905932738
3,15,71,24,0.7550000000000003,-0.46499999999999986,0.05,0.8535533905932738
3,16,70,23,0.7050000000000005,-0.5149999999999999,0.07071067811865477,0.9242640687119286
3,17,70,22,0.7050000000000005,-0.565,0.05,0.9742640687119286
3,18,70,21,0.7050000000000005,-0.615,0.05,1.0242640687119287
3,19,71,21,0.7550000000000003,-0.615,0.05,1.0742640687119287
4,0,71,21,0.7550000000000003,-0.615,0.0,0.0
