leg_index,point_index,grid_x,grid_y,world_x_m,world_y_m,segment_length_m,cumulative_length_m
0,0,44,33,-0.5949999999999998,-0.014999999999999902,0.0,0.0
0,1,45,33,-0.5449999999999999,-0.014999999999999902,0.05,0.05
0,2,46,33,-0.49499999999999966,-0.014999999999999902,0.05,0.1
0,3,47,33,-0.44499999999999984,-0.014999999999999902,0.05,0.15000000000000002
0,4,48,33,-0.3949999999999996,-0.014999999999999902,0.05,0.2
0,5,49,33,-0.34499999999999975,-0.014999999999999902,0.05,0.25
0,6,50,33,-0.2949999999999995,-0.014999999999999902,0.05,0.3
0,7,51,33,-0.24499999999999966,-0.014999999999999902,0.05,0.35
0,8,52,33,-0.19499999999999984,-0.014999999999999902,0.05,0.39999999999999997
0,9,53,33,-0.14499999999999957,-0.014999999999999902,0.05,0.44999999999999996
0,10,54,33,-0.09499999999999975,-0.014999999999999902,0.05,0.49999999999999994
0,11,55,33,-0.044999999999999485,-0.014999999999999902,0.05,0.5499999999999999
0,12,56,32,0.0050000000000003375,-0.06499999999999995,0.07071067811865477,0.6207106781186547
0,13,57,31,0.05500000000000016,-0.11499999999999977,0.07071067811865477,0.6914213562373094
0,14,58,30,0.10500000000000043,-0.1649999999999998,0.07071067811865477,0.7621320343559641
0,15,59,29,0.15500000000000025,-0.21499999999999986,0.07071067811865477,0.8328427124746188
0,16,60,28,0.20500000000000052,-0.2649999999999999,0.07071067811865477,0.9035533905932736
0,17,61,27,0.25500000000000034,-0.31499999999999995,0.07071067811865477,0.9742640687119283
0,18,62,27,0.30500000000000016,-0.31499999999999995,0.05,1.0242640687119282
0,19,63,27,0.3550000000000004,-0.31499999999999995,0.05,1.0742640687119283
0,20,64,27,0.40500000000000025,-0.31499999999999995,0.05,1.1242640687119283
0,21,65,27,0.4550000000000005,-0.31499999999999995,0.05,1.1742640687119283
0,22,66,27,0.5050000000000003,-0.31499999999999995,0.05,1.2242640687119284
0,23,67,27,0.5550000000000002,-0.31499999999999995,0.05,1.2742640687119284
0,24,68,27,0.6050000000000004,-0.31499999999999995,0.05,1.3242640687119285
0,25,69,27,0.6550000000000002,-0.31499999999999995,0.05,1.3742640687119285
0,26,70,27,0.7050000000000005,-0.31499999999999995,0.05,1.4242640687119286
0,27,71,27,0.7550000000000003,-0.31499999999999995,0.05,1.4742640687119286
0,28,72,27,0.8050000000000002,-0.31499999999999995,0.05,1.5242640687119287
0,29,73,26,0.8550000000000004,-0.36499999999999977,0.07071067811865477,1.5949747468305835
0,30,74,26,0.9050000000000002,-0.36499999999999977,0.05,1.6449747468305835
0,31,75,25,0.9550000000000005,-0.4149999999999998,0.07071067811865477,1.7156854249492384
0,32,76,25,1.0050000000000003,-0.4149999999999998,0.05,1.7656854249492384
0,33,77,25,1.0550000000000002,-0.4149999999999998,0.05,1.8156854249492385
0,34,78,24,1.1050000000000004,-0.46499999999999986,0.07071067811865477,1.8863961030678933
0,35,79,24,1.1550000000000002,-0.46499999999999986,0.05,1.9363961030678933
0,36,80,23,1.2050000000000005,-0.5149999999999999,0.07071067811865477,2.007106781186548
0,37,81,23,1.2550000000000003,-0.5149999999999999,0.05,2.057106781186548
0,38,82,22,1.3050000000000002,-0.565,0.07071067811865477,2.1278174593052026
0,39,83,22,1.355,-0.565,0.05,2.1778174593052024
0,40,84,21,1.4050000000000007,-0.615,0.07071067811865477,2.248528137423857
0,41,85,21,1.4550000000000005,-0.615,0.05,2.298528137423857
0,42,86,20,1.5050000000000003,-0.6649999999999998,0.07071067811865477,2.3692388155425115
0,43,87,20,1.5550000000000002,-0.6649999999999998,0.05,2.4192388155425113
