leg_index,point_index,grid_x,grid_y,world_x_m,world_y_m,segment_length_m,cumulative_length_m
0,0,56,33,0.0050000000000003375,-0.014999999999999902,0.0,0.0
0,1,55,33,-0.044999999999999485,-0.014999999999999902,0.05,0.05
0,2,54,33,-0.09499999999999975,-0.014999999999999902,0.05,0.1
0,3,53,34,-0.14499999999999957,0.03500000000000014,0.07071067811865477,0.17071067811865476
0,4,52,34,-0.19499999999999984,0.03500000000000014,0.05,0.22071067811865475
0,5,51,34,-0.24499999999999966,0.03500000000000014,0.05,0.27071067811865474
0,6,50,34,-0.2949999999999995,0.03500000000000014,0.05,0.3207106781186547
0,7,49,34,-0.34499999999999975,0.03500000000000014,0.05,0.3707106781186547
0,8,48,34,-0.3949999999999996,0.03500000000000014,0.05,0.4207106781186547
0,9,47,34,-0.44499999999999984,0.03500000000000014,0.05,0.4707106781186547
0,10,46,34,-0.49499999999999966,0.03500000000000014,0.05,0.5207106781186547
0,11,45,35,-0.5449999999999999,0.08500000000000019,0.07071067811865477,0.5914213562373094
0,12,44,36,-0.5949999999999998,0.13500000000000023,0.07071067811865477,0.6621320343559641
0,13,43,37,-0.6449999999999996,0.18500000000000005,0.07071067811865477,0.7328427124746189
0,14,42,38,-0.6949999999999998,0.2350000000000001,0.07071067811865477,0.8035533905932736
0,15,41,39,-0.7449999999999997,0.28500000000000014,0.07071067811865477,0.8742640687119283
0,16,40,39,-0.7949999999999999,0.28500000000000014,0.05,0.9242640687119283
0,17,39,40,-0.8449999999999998,0.33499999999999996,0.07071067811865477,0.9949747468305831
0,18,38,40,-0.8949999999999998,0.33499999999999996,0.05,1.044974746830583
0,19,37,41,-0.9449999999999998,0.38500000000000023,0.07071067811865477,1.1156854249492378
0,20,36,41,-0.9949999999999997,0.38500000000000023,0.05,1.1656854249492379
0,21,35,42,-1.0449999999999997,0.43500000000000005,0.07071067811865477,1.2363961030678927
0,22,34,42,-1.0949999999999998,0.43500000000000005,0.05,1.2863961030678928
0,23,33,42,-1.1449999999999998,0.43500000000000005,0.05,1.3363961030678928
0,24,32,42,-1.1949999999999998,0.43500000000000005,0.05,1.3863961030678928
0,25,31,42,-1.2449999999999997,0.43500000000000005,0.05,1.436396103067893
0,26,30,42,-1.2949999999999997,0.43500000000000005,0.05,1.486396103067893
0,27,29,42,-1.3449999999999998,0.43500000000000005,0.05,1.536396103067893
0,28,28,42,-1.3949999999999998,0.43500000000000005,0.05,1.586396103067893
0,29,27,43,-1.4449999999999998,0.4850000000000003,0.07071067811865477,1.6571067811865479
0,30,26,43,-1.4949999999999997,0.4850000000000003,0.05,1.707106781186548
0,31,25,44,-1.5449999999999997,0.5350000000000001,0.07071067811865477,1.7778174593052027
0,32,24,45,-1.5949999999999998,0.585,0.07071067811865477,1.8485281374238576
0,33,23,46,-1.6449999999999998,0.6350000000000002,0.07071067811865477,1.9192388155425124
0,34,23,47,-1.6449999999999998,0.685,0.05,1.9692388155425125
