leg_index,point_index,grid_x,grid_y,world_x_m,world_y_m,segment_length_m,cumulative_length_m
2,7,44,42,-0.5949999999999998,0.43500000000000005,0.05,0.41213203435596424
2,8,45,42,-0.5449999999999999,0.43500000000000005,0.05,0.4621320343559642
2,9,46,42,-0.49499999999999966,0.43500000000000005,0.05,0.5121320343559642
2,10,47,42,-0.44499999999999984,0.43500000000000005,0.05,0.5621320343559643
2,11,48,42,-0.3949999999999996,0.43500000000000005,0.05,0.6121320343559643
2,12,49,42,-0.34499999999999975,0.43500000000000005,0.05,0.6621320343559643
2,13,50,42,-0.2949999999999995,0.43500000000000005,0.05,0.7121320343559644
2,14,51,42,-0.24499999999999966,0.43500000000000005,0.05,0.7621320343559644
2,15,52,42,-0.19499999999999984,0.43500000000000005,0.05,0.8121320343559645
2,16,53,43,-0.14499999999999957,0.4850000000000003,0.07071067811865477,0.8828427124746192
2,17,54,44,-0.09499999999999975,0.5350000000000001,0.07071067811865477,0.9535533905932739
2,18,55,44,-0.044999999999999485,0.5350000000000001,0.05,1.0035533905932739
2,19,56,44,0.0050000000000003375,0.5350000000000001,0.05,1.053553390593274
2,20,57,44,0.05500000000000016,0.5350000000000001,0.05,1.103553390593274
2,21,58,44,0.10500000000000043,0.5350000000000001,0.05,1.153553390593274
2,22,59,44,0.15500000000000025,0.5350000000000001,0.05,1.203553390593274
2,23,60,44,0.20500000000000052,0.5350000000000001,0.05,1.253553390593274
2,24,61,44,0.25500000000000034,0.5350000000000001,0.05,1.3035533905932741
2,25,62,44,0.30500000000000016,0.5350000000000001,0.05,1.3535533905932742
2,26,63,44,0.3550000000000004,0.5350000000000001,0.05,1.4035533905932742
2,27,64,44,0.40500000000000025,0.5350000000000001,0.05,1.4535533905932743
2,28,65,44,0.4550000000000005,0.5350000000000001,0.05,1.5035533905932743
2,29,66,43,0.5050000000000003,0.4850000000000003,0.07071067811865477,1.5742640687119291
2,30,67,43,0.5550000000000002,0.4850000000000003,0.05,1.6242640687119292
2,31,68,42,0.6050000000000004,0.43500000000000005,0.07071067811865477,1.694974746830584
2,32,69,42,0.6550000000000002,0.43500000000000005,0.05,1.744974746830584
