station_id,x_m,y_m,yaw_rad,approach_offset_m,keepout_radius_m
D01,0.1371226207610499,-0.20975417881886801,0.0,0.4,0.28
D02,0.5790459706312575,0.5323068859225211,0.0,0.4,0.28
D03,1.4588713237009359,0.3168451253297151,0.0,0.4,0.28
D04,1.2146514391533116,-0.5610128443388487,0.0,0.4,0.28
D05,-0.8711709584773876,-0.5029943456208048,0.0,0.4,0.28
D06,-1.358158340962988,0.6644325626229016,0.0,0.4,0.28
